age,job,marital,education,default,housing,loan,contact,month,day,duration,poutcome
29,admin.,divorced,tertiary,yes,no,yes,cellular,jul,9,426,unknown
39,services,divorced,secondary,no,yes,no,cellular,jul,9,869,unknown
38,management,married,tertiary,yes,yes,yes,cellular,jul,9,556,unknown
26,technician,married,secondary,no,no,yes,cellular,jul,9,359,unknown
32,management,married,tertiary,no,yes,yes,cellular,jul,9,1014,unknown
33,blue-collar,married,primary,no,yes,yes,cellular,jul,9,1290,unknown
31,management,single,tertiary,no,no,yes,cellular,jul,9,564,unknown
49,blue-collar,married,primary,no,no,yes,cellular,jul,9,1439,unknown
27,unemployed,single,primary,no,no,yes,cellular,jul,9,919,unknown
30,blue-collar,single,secondary,no,yes,yes,cellular,jul,9,1426,unknown
35,blue-collar,married,secondary,no,no,no,cellular,jul,10,901,unknown
26,blue-collar,single,secondary,no,yes,no,cellular,jul,10,998,unknown
45,entrepreneur,married,unknown,no,yes,yes,cellular,jul,10,804,unknown
34,admin.,married,secondary,no,yes,yes,cellular,jul,10,961,unknown
28,admin.,single,secondary,no,no,yes,cellular,jul,10,720,unknown
25,blue-collar,single,secondary,no,no,yes,cellular,jul,10,1341,unknown
30,blue-collar,single,secondary,no,yes,no,cellular,jul,10,634,unknown
30,services,married,secondary,no,no,yes,cellular,jul,10,829,unknown
47,services,married,secondary,no,yes,no,cellular,jul,10,476,unknown
57,admin.,divorced,secondary,no,no,no,cellular,jul,10,724,unknown
38,management,married,tertiary,no,yes,no,cellular,jul,10,500,unknown
54,technician,married,secondary,no,no,yes,cellular,jul,10,2029,unknown
25,blue-collar,single,primary,no,no,no,cellular,jul,10,1499,unknown
30,blue-collar,married,secondary,no,yes,yes,cellular,jul,10,1399,unknown
26,management,single,tertiary,no,no,no,cellular,jul,10,1187,unknown
31,student,married,primary,no,yes,no,cellular,jul,10,487,unknown
29,blue-collar,single,secondary,no,no,yes,cellular,jul,10,1097,unknown
49,blue-collar,married,secondary,no,yes,no,cellular,jul,11,1060,unknown
60,retired,divorced,secondary,no,no,no,cellular,jul,11,764,unknown
60,management,married,tertiary,no,yes,no,cellular,jul,11,1120,unknown
29,management,single,tertiary,no,yes,no,cellular,jul,11,963,unknown
55,management,divorced,secondary,no,yes,no,cellular,jul,11,1973,unknown
44,admin.,married,secondary,no,yes,no,cellular,jul,11,911,unknown
47,technician,married,secondary,no,yes,no,cellular,jul,11,853,unknown
35,admin.,married,secondary,no,yes,no,cellular,jul,11,1649,unknown
35,entrepreneur,married,secondary,no,no,yes,cellular,jul,14,1397,unknown
38,technician,married,secondary,no,yes,no,cellular,jul,14,766,unknown
34,entrepreneur,married,tertiary,no,yes,no,cellular,jul,14,788,unknown
50,technician,married,secondary,no,no,yes,cellular,jul,14,1130,unknown
43,admin.,married,tertiary,no,yes,no,cellular,jul,14,1062,unknown
44,admin.,divorced,secondary,no,yes,no,cellular,jul,14,1669,unknown
51,services,divorced,secondary,no,no,yes,cellular,jul,14,1336,unknown
31,technician,married,secondary,no,yes,no,cellular,jul,14,444,unknown
39,technician,married,tertiary,no,yes,no,cellular,jul,14,894,unknown
59,management,married,tertiary,no,no,yes,cellular,jul,15,805,unknown
25,services,single,secondary,no,no,yes,cellular,jul,15,1056,unknown
58,management,married,tertiary,no,yes,no,cellular,jul,15,815,unknown
30,entrepreneur,married,primary,no,yes,no,cellular,jul,15,808,unknown
34,blue-collar,single,primary,no,yes,no,cellular,jul,15,860,unknown
51,services,divorced,secondary,no,no,yes,cellular,jul,15,881,unknown
60,retired,married,secondary,no,no,no,cellular,jul,15,981,unknown
51,entrepreneur,married,secondary,no,no,yes,cellular,jul,15,1001,unknown
37,management,divorced,tertiary,no,no,no,cellular,jul,15,514,unknown
30,blue-collar,single,primary,no,no,no,cellular,jul,15,716,unknown
46,entrepreneur,divorced,secondary,no,no,yes,cellular,jul,15,769,unknown
29,student,single,tertiary,no,no,no,cellular,jul,15,889,unknown
27,entrepreneur,married,tertiary,no,no,no,cellular,jul,15,448,unknown
28,management,single,tertiary,no,yes,no,cellular,jul,16,767,unknown
34,blue-collar,single,secondary,no,yes,no,cellular,jul,16,578,unknown
29,blue-collar,single,unknown,no,yes,yes,cellular,jul,16,1806,unknown
27,management,single,tertiary,no,yes,no,cellular,jul,16,496,unknown
26,technician,single,secondary,no,no,no,cellular,jul,16,586,unknown
36,management,married,tertiary,no,yes,no,cellular,jul,16,689,unknown
44,blue-collar,married,primary,no,yes,no,cellular,jul,16,555,unknown
39,blue-collar,married,tertiary,no,no,no,cellular,jul,16,686,unknown
30,technician,married,secondary,no,yes,yes,cellular,jul,16,435,unknown
31,unemployed,divorced,tertiary,no,yes,no,cellular,jul,16,873,unknown
56,blue-collar,married,primary,no,yes,no,cellular,jul,16,1222,unknown
29,blue-collar,married,secondary,no,yes,no,cellular,jul,16,988,unknown
43,blue-collar,married,secondary,no,no,yes,cellular,jul,16,1019,unknown
32,blue-collar,married,secondary,no,yes,no,cellular,jul,16,709,unknown
30,admin.,single,secondary,no,no,no,cellular,jul,16,561,unknown
40,blue-collar,married,secondary,no,yes,yes,cellular,jul,16,1018,unknown
42,services,married,secondary,no,yes,yes,cellular,jul,16,1039,unknown
27,student,married,secondary,no,yes,no,cellular,jul,16,781,unknown
35,management,married,tertiary,no,no,yes,cellular,jul,16,1656,unknown
35,housemaid,married,primary,no,yes,no,cellular,jul,17,923,unknown
32,blue-collar,single,secondary,no,yes,no,cellular,jul,17,1275,unknown
39,technician,married,secondary,no,yes,no,cellular,jul,17,342,unknown
31,blue-collar,divorced,secondary,no,yes,no,telephone,jul,17,1008,unknown
26,services,single,secondary,no,no,yes,cellular,jul,17,538,unknown
42,management,married,tertiary,no,yes,no,cellular,jul,17,795,unknown
27,services,single,secondary,no,yes,no,cellular,jul,17,1027,unknown
33,self-employed,divorced,secondary,no,yes,no,cellular,jul,17,1584,unknown
51,blue-collar,married,primary,no,yes,no,cellular,jul,17,582,unknown
33,admin.,married,secondary,no,yes,no,telephone,jul,17,1448,unknown
30,technician,single,tertiary,no,no,no,cellular,jul,17,656,unknown
52,housemaid,married,primary,no,yes,no,cellular,jul,17,1208,unknown
42,blue-collar,divorced,primary,no,yes,no,cellular,jul,17,1175,unknown
31,management,divorced,tertiary,no,yes,no,cellular,jul,17,536,unknown
27,services,married,secondary,no,yes,no,cellular,jul,17,991,unknown
44,blue-collar,single,secondary,no,no,yes,cellular,jul,17,1153,unknown
40,entrepreneur,divorced,secondary,no,yes,no,cellular,jul,18,623,unknown
46,housemaid,divorced,primary,no,yes,no,cellular,jul,18,1081,unknown
32,services,divorced,secondary,no,yes,no,cellular,jul,18,978,unknown
56,technician,divorced,secondary,no,no,no,cellular,jul,18,536,unknown
33,blue-collar,married,secondary,no,yes,no,cellular,jul,18,968,unknown
33,blue-collar,married,secondary,no,yes,no,cellular,jul,18,278,unknown
32,self-employed,married,primary,no,yes,no,cellular,jul,18,560,unknown
41,blue-collar,divorced,primary,no,yes,no,cellular,jul,18,640,unknown
31,admin.,single,secondary,no,no,no,cellular,jul,18,420,unknown
30,admin.,divorced,secondary,no,yes,no,cellular,jul,18,658,unknown
34,admin.,divorced,secondary,no,no,no,cellular,jul,18,641,unknown
43,entrepreneur,married,secondary,no,yes,no,cellular,jul,18,635,unknown
28,blue-collar,married,secondary,no,no,no,cellular,jul,18,588,unknown
32,admin.,divorced,secondary,no,no,yes,cellular,jul,18,1373,unknown
31,blue-collar,divorced,secondary,no,yes,yes,cellular,jul,18,913,unknown
35,entrepreneur,single,tertiary,no,yes,no,cellular,jul,18,799,unknown
31,management,married,tertiary,no,yes,no,cellular,jul,18,1139,unknown
25,services,single,secondary,no,no,yes,cellular,jul,21,1105,unknown
56,retired,divorced,tertiary,no,no,yes,cellular,jul,21,854,unknown
47,technician,married,secondary,no,yes,no,cellular,jul,21,919,unknown
39,management,married,tertiary,no,yes,no,telephone,jul,21,733,unknown
51,management,married,tertiary,no,yes,no,cellular,jul,21,553,unknown
54,technician,divorced,secondary,no,no,yes,cellular,jul,21,710,unknown
58,retired,married,unknown,no,no,no,cellular,jul,21,891,unknown
42,unemployed,married,unknown,no,yes,no,telephone,jul,21,691,unknown
56,services,married,primary,no,no,yes,telephone,jul,21,1877,unknown
55,housemaid,married,secondary,no,yes,no,telephone,jul,21,1130,unknown
26,blue-collar,single,primary,no,yes,no,cellular,jul,21,577,unknown
40,admin.,single,secondary,no,no,no,cellular,jul,21,1342,unknown
26,technician,single,secondary,no,no,yes,cellular,jul,21,1002,unknown
35,management,single,tertiary,no,no,yes,cellular,jul,21,985,unknown
34,services,single,secondary,no,no,no,cellular,jul,21,1360,unknown
41,management,single,tertiary,no,no,no,cellular,jul,21,1134,unknown
44,management,married,primary,no,yes,no,cellular,jul,22,712,unknown
33,management,single,tertiary,no,yes,no,cellular,jul,22,1077,unknown
36,management,divorced,tertiary,no,no,yes,cellular,jul,22,560,unknown
38,technician,married,secondary,no,yes,no,cellular,jul,22,1545,unknown
35,technician,married,tertiary,no,yes,no,cellular,jul,22,654,unknown
41,technician,single,tertiary,no,no,no,cellular,jul,22,1833,unknown
41,management,divorced,unknown,no,yes,no,cellular,jul,22,1508,unknown
28,blue-collar,married,secondary,no,yes,no,cellular,jul,22,598,unknown
26,services,married,secondary,no,yes,yes,cellular,jul,22,1237,unknown
39,blue-collar,single,secondary,no,no,no,cellular,jul,22,864,unknown
25,admin.,married,unknown,no,yes,no,cellular,jul,22,1037,unknown
37,admin.,married,secondary,no,yes,no,telephone,jul,22,802,unknown
25,management,married,secondary,no,yes,no,cellular,jul,23,754,unknown
46,management,divorced,tertiary,no,yes,no,cellular,jul,23,870,unknown
25,blue-collar,single,secondary,no,yes,no,cellular,jul,23,633,unknown
28,technician,single,tertiary,no,no,yes,cellular,jul,23,690,unknown
33,services,divorced,secondary,no,no,yes,cellular,jul,23,529,unknown
32,management,single,secondary,no,yes,yes,cellular,jul,23,1152,unknown
32,blue-collar,married,secondary,no,yes,no,cellular,jul,23,956,unknown
47,technician,single,secondary,no,yes,no,cellular,jul,23,957,unknown
50,entrepreneur,married,tertiary,no,yes,no,cellular,jul,23,1327,unknown
27,technician,married,secondary,no,yes,no,cellular,jul,23,228,unknown
45,admin.,married,secondary,no,yes,no,cellular,jul,23,808,unknown
51,admin.,single,secondary,no,no,no,cellular,jul,23,638,unknown
36,admin.,married,secondary,no,yes,yes,cellular,jul,23,1201,unknown
51,self-employed,married,secondary,no,yes,no,cellular,jul,23,1309,unknown
33,services,single,tertiary,no,yes,no,cellular,jul,23,1359,unknown
59,technician,married,secondary,no,yes,yes,cellular,jul,23,416,unknown
38,entrepreneur,married,tertiary,no,no,no,cellular,jul,23,532,unknown
40,services,married,secondary,no,yes,no,cellular,jul,24,430,unknown
51,blue-collar,married,primary,no,yes,no,cellular,jul,24,853,unknown
41,entrepreneur,single,secondary,no,no,no,cellular,jul,24,1204,unknown
38,entrepreneur,married,secondary,no,yes,yes,cellular,jul,24,1484,unknown
31,management,married,tertiary,no,yes,yes,cellular,jul,24,1441,unknown
28,admin.,single,secondary,no,yes,no,cellular,jul,24,454,unknown
41,blue-collar,married,secondary,yes,no,yes,cellular,jul,24,651,unknown
33,management,divorced,tertiary,no,yes,no,cellular,jul,24,1491,unknown
25,student,single,secondary,no,yes,no,cellular,jul,24,903,unknown
45,admin.,divorced,secondary,no,yes,no,cellular,jul,24,873,unknown
31,blue-collar,married,primary,no,yes,no,cellular,jul,24,901,unknown
28,services,single,secondary,no,yes,no,cellular,jul,24,821,unknown
49,technician,divorced,secondary,no,no,no,cellular,jul,24,367,unknown
25,services,married,secondary,no,yes,no,cellular,jul,24,458,unknown
28,unemployed,single,tertiary,no,yes,no,cellular,jul,24,1602,unknown
54,retired,married,secondary,no,no,no,telephone,jul,25,1492,unknown
28,technician,single,tertiary,no,yes,no,cellular,jul,25,1422,unknown
27,technician,single,tertiary,no,yes,yes,cellular,jul,25,728,unknown
49,blue-collar,single,primary,no,yes,no,cellular,jul,25,979,unknown
53,blue-collar,married,primary,no,yes,no,cellular,jul,25,616,unknown
26,technician,single,secondary,no,no,yes,cellular,jul,25,784,unknown
37,services,married,secondary,no,no,yes,cellular,jul,25,1000,unknown
34,blue-collar,single,secondary,no,no,yes,cellular,jul,25,695,unknown
51,retired,married,primary,no,no,no,telephone,jul,25,1946,unknown
39,housemaid,married,secondary,no,no,no,telephone,jul,25,362,unknown
35,technician,single,tertiary,no,yes,no,cellular,jul,25,743,unknown
51,unemployed,married,primary,no,yes,no,cellular,jul,25,2015,unknown
30,management,single,tertiary,no,yes,yes,cellular,jul,25,1031,unknown
42,blue-collar,single,primary,no,yes,no,cellular,jul,25,590,unknown
54,management,married,secondary,no,yes,no,cellular,jul,25,1330,unknown
51,blue-collar,married,primary,no,yes,yes,cellular,jul,25,946,unknown
57,retired,divorced,primary,no,no,yes,cellular,jul,25,1448,unknown
30,management,married,tertiary,no,yes,no,telephone,jul,25,279,unknown
37,blue-collar,single,secondary,no,no,yes,cellular,jul,25,661,unknown
39,technician,married,secondary,no,yes,no,cellular,jul,25,1369,unknown
35,technician,married,tertiary,no,no,no,cellular,jul,25,653,unknown
48,management,married,secondary,no,yes,no,cellular,jul,28,458,unknown
31,management,married,tertiary,no,yes,yes,cellular,jul,28,664,unknown
35,self-employed,married,secondary,no,yes,no,cellular,jul,28,699,unknown
48,housemaid,married,secondary,no,no,yes,cellular,jul,28,939,unknown
53,housemaid,married,primary,no,no,no,cellular,jul,28,1169,unknown
27,technician,single,secondary,no,no,no,cellular,jul,28,837,unknown
55,technician,married,secondary,no,yes,no,telephone,jul,28,596,unknown
40,services,married,secondary,no,yes,no,cellular,jul,28,383,unknown
40,self-employed,single,tertiary,no,no,no,telephone,jul,28,1009,unknown
38,blue-collar,divorced,secondary,no,yes,no,cellular,jul,28,1096,unknown
54,retired,single,secondary,no,no,yes,cellular,jul,28,867,unknown
54,technician,married,secondary,no,no,yes,cellular,jul,28,551,unknown
50,admin.,single,secondary,no,no,no,cellular,jul,28,890,unknown
48,management,divorced,tertiary,no,no,no,cellular,jul,29,874,unknown
41,services,married,unknown,no,no,no,cellular,jul,29,710,unknown
51,blue-collar,divorced,primary,no,no,no,cellular,jul,29,600,unknown
42,technician,single,tertiary,no,no,no,cellular,jul,29,2516,unknown
58,retired,divorced,secondary,no,yes,no,cellular,jul,29,1058,unknown
47,unemployed,married,secondary,no,no,no,cellular,jul,29,884,unknown
58,admin.,married,secondary,no,yes,no,telephone,jul,29,616,unknown
41,blue-collar,married,secondary,no,no,yes,cellular,jul,29,808,unknown
50,admin.,married,secondary,no,no,no,telephone,jul,30,1011,unknown
46,housemaid,married,secondary,no,yes,no,cellular,jul,30,1013,unknown
44,blue-collar,married,secondary,no,no,no,cellular,jul,30,684,unknown
36,services,married,secondary,no,no,no,cellular,jul,30,843,unknown
58,management,divorced,secondary,no,no,no,telephone,jul,30,542,unknown
44,unemployed,single,primary,yes,no,yes,cellular,jul,30,788,unknown
49,entrepreneur,divorced,unknown,yes,yes,no,cellular,jul,30,988,unknown
55,management,married,tertiary,no,no,no,cellular,jul,30,814,unknown
52,unemployed,married,primary,no,no,no,telephone,jul,30,694,unknown
60,retired,divorced,secondary,no,no,no,cellular,jul,30,441,unknown
41,services,married,unknown,yes,no,yes,cellular,jul,30,1171,unknown
36,management,married,tertiary,no,no,no,cellular,jul,30,729,unknown
41,blue-collar,divorced,primary,no,no,no,cellular,jul,30,509,unknown
50,entrepreneur,married,tertiary,no,no,no,telephone,jul,30,1089,unknown
44,housemaid,married,primary,no,no,yes,cellular,jul,30,1211,unknown
54,technician,married,secondary,no,no,no,cellular,jul,30,458,unknown
35,management,married,tertiary,no,yes,no,cellular,jul,30,540,unknown
59,retired,divorced,secondary,no,no,no,cellular,jul,30,761,unknown
42,entrepreneur,married,unknown,no,yes,no,cellular,jul,30,695,unknown
27,management,single,tertiary,no,yes,no,cellular,jul,30,764,unknown
59,housemaid,divorced,primary,no,no,no,cellular,jul,30,675,unknown
43,admin.,married,secondary,no,no,no,cellular,jul,30,782,unknown
39,technician,single,secondary,no,no,yes,cellular,jul,30,962,unknown
33,unemployed,married,secondary,no,no,no,cellular,jul,30,481,unknown
36,self-employed,single,tertiary,no,no,no,cellular,jul,31,812,unknown
35,blue-collar,divorced,primary,no,yes,no,cellular,jul,31,630,unknown
50,blue-collar,married,unknown,no,yes,no,telephone,jul,31,1088,unknown
55,technician,married,secondary,no,yes,yes,cellular,jul,31,1150,unknown
51,unemployed,divorced,tertiary,no,no,no,cellular,jul,31,574,unknown
48,entrepreneur,married,tertiary,yes,no,no,cellular,jul,31,725,unknown
55,housemaid,divorced,primary,no,no,no,cellular,jul,31,463,unknown
30,services,married,secondary,no,yes,no,cellular,jul,31,662,unknown
53,blue-collar,married,primary,no,no,no,cellular,jul,31,727,unknown
40,blue-collar,married,secondary,no,no,no,cellular,jul,31,1107,unknown
44,technician,married,primary,no,no,yes,cellular,jul,31,829,unknown
49,management,divorced,tertiary,no,no,no,cellular,jul,31,1212,unknown
40,admin.,married,secondary,no,no,no,cellular,jul,31,1142,unknown
58,unemployed,married,primary,no,no,no,cellular,jul,31,1721,unknown
49,services,married,secondary,no,no,no,telephone,jul,31,1032,unknown
38,technician,married,secondary,no,no,no,cellular,aug,4,846,unknown
51,housemaid,divorced,tertiary,no,no,no,cellular,aug,4,870,unknown
